body_type,sex,diet,how_often_shower,heating_energy_source,transport,vehicle_type,social_activity,monthly_grocery_bill,frequency_of_traveling_by_air,vehicle_monthly_distance_km,waste_bag_size,waste_bag_weekly_count,how_long_tv_pc_daily_hour,how_many_new_clothes_monthly,how_long_internet_daily_hour,energy_efficiency,transport_distance_interaction,energy_efficiency_heating,carbonemission
2,0,3,0,0,0,3,0,136,2,3030,2,2,24,18,9,1,0,0,1980
3,1,2,1,2,1,4,1,276,2,1595,1,4,2,22,8,2,1595,4,1554
0,1,1,3,1,2,4,2,220,3,8,0,7,6,27,10,0,16,0,3246
1,1,2,3,2,0,2,0,175,3,7753,0,3,18,31,8,0,0,0,4924
3,0,3,3,0,1,4,0,119,0,210,3,2,24,8,10,1,210,0,1164
2,1,3,3,3,1,4,1,66,3,914,2,5,9,47,6,1,914,3,3006
2,0,1,3,2,2,4,2,217,3,92,2,5,21,21,17,2,184,4,2372
2,0,2,1,1,0,2,2,66,0,1851,2,1,19,22,4,0,0,0,1464
0,0,0,2,3,0,5,2,172,3,1554,0,3,13,46,7,1,0,3,3279
0,0,0,2,3,0,3,0,291,3,4359,2,2,1,15,15,0,0,0,3175
2,1,2,1,2,0,3,1,52,2,723,2,2,5,10,10,1,0,2,1377
0,1,0,0,2,0,5,2,125,1,2622,3,2,16,14,19,1,0,2,1770
0,0,0,3,3,0,3,2,80,3,703,1,5,18,48,6,2,0,6,2836
0,1,3,2,1,2,4,1,243,0,2,1,7,8,38,13,0,4,0,2493
0,1,0,2,2,2,4,1,173,2,61,3,2,6,30,23,1,122,2,1651
3,0,2,2,0,0,3,0,71,1,9198,3,1,19,37,7,1,0,0,2854
1,1,0,0,3,2,4,2,84,2,83,3,5,1,49,15,1,166,3,1966
0,0,2,0,0,0,3,1,68,1,9368,2,6,3,37,20,1,0,0,3718
2,1,2,2,1,1,4,1,150,2,987,3,3,2,8,21,2,987,2,1111
3,0,3,1,1,2,4,0,70,2,40,3,3,15,32,2,1,80,1,593
0,1,0,1,3,2,4,2,269,2,98,2,5,16,28,23,2,196,6,1713
2,0,1,3,2,0,2,2,214,2,8159,1,1,4,46,11,2,0,4,2773
3,1,1,2,0,0,1,2,180,3,5384,1,5,3,3,4,2,0,0,2566
2,0,1,2,3,1,4,0,193,0,818,3,3,3,17,15,1,818,3,1387
2,0,2,0,2,1,4,0,244,0,1242,2,7,18,22,14,2,1242,4,2034
2,1,3,3,0,1,4,0,177,0,1545,2,3,11,39,16,2,1545,0,2260
0,0,3,0,2,0,1,1,140,1,9076,3,7,19,2,17,0,0,0,804
0,0,0,2,1,0,1,2,124,0,6432,1,6,10,15,0,1,0,1,1612
0,0,1,1,2,2,4,1,74,0,78,1,7,16,3,20,0,156,0,1629
2,1,1,0,1,1,4,2,93,3,634,2,5,16,35,22,1,634,1,2764
2,0,3,3,3,0,3,1,105,0,8943,2,3,22,24,4,0,0,0,4025
3,0,1,3,0,1,4,0,116,3,545,3,1,17,29,13,2,545,0,2054
0,1,1,1,3,0,0,1,59,3,6487,2,2,20,13,15,0,0,0,4058
3,1,2,0,3,2,4,2,156,3,54,1,3,4,50,17,2,108,6,3025
1,1,3,1,3,2,4,2,195,0,48,3,2,10,6,21,1,96,3,1822
0,0,1,3,0,1,4,0,217,0,1848,2,5,16,14,16,2,1848,0,1997
2,1,3,2,3,2,4,2,114,2,97,2,3,24,25,16,2,194,6,1320
3,0,3,0,2,2,4,1,191,1,19,2,6,0,34,18,1,38,2,1302
3,1,1,1,3,1,4,1,184,3,557,0,1,9,47,18,0,557,0,3185
3,0,2,1,0,0,1,2,245,3,6038,3,6,18,48,4,1,0,0,2629
1,1,1,0,3,2,4,1,56,3,7,2,5,9,7,11,0,14,0,2717
3,0,3,2,0,1,4,2,257,3,1500,1,4,3,35,5,0,1500,0,2721
2,1,1,1,3,2,4,2,224,3,42,1,4,5,9,5,0,84,0,2639
2,0,1,0,0,1,4,2,199,1,664,1,6,8,17,10,2,664,0,1916
1,0,1,2,1,1,4,0,161,0,1394,2,6,4,39,3,0,1394,0,2079
3,0,2,0,0,1,4,2,137,0,174,1,6,12,48,22,1,174,0,2446
0,1,1,1,0,2,4,0,124,3,48,3,7,17,14,3,0,96,0,2491
2,0,1,2,2,1,4,1,275,3,229,3,7,23,39,1,2,229,4,2637
2,1,3,1,2,0,5,2,131,1,4102,1,3,15,39,21,2,0,4,3661
0,0,1,0,1,0,5,2,171,2,5779,2,3,3,45,2,2,0,2,3023
0,0,3,0,1,1,4,0,64,1,1190,2,6,9,41,23,0,1190,0,1204
1,0,1,2,3,1,4,2,160,1,1025,2,3,24,43,15,1,1025,3,1792
0,0,3,1,0,0,5,1,238,3,8517,0,3,0,24,1,1,0,0,5031
2,0,3,1,2,2,4,0,231,1,22,1,2,9,23,20,2,44,4,1022
3,1,3,0,1,1,4,0,277,0,65,0,6,0,20,12,2,65,2,2116
2,0,1,1,1,0,1,2,260,3,4099,2,7,12,25,24,1,0,1,2538
3,0,2,3,0,1,4,2,262,3,1494,3,7,21,6,0,0,1494,0,2404
3,1,3,0,2,1,4,1,119,0,390,2,7,17,42,3,1,390,2,2292
2,1,0,2,1,0,5,0,240,2,9925,0,1,14,5,13,1,0,1,5289
1,1,2,3,0,1,4,2,59,0,115,0,6,13,19,9,1,115,0,3217
0,0,2,0,3,0,1,2,113,1,577,1,7,5,15,16,2,0,6,1327
1,0,0,1,2,1,4,0,284,1,1902,0,6,1,0,1,0,1902,0,1742
3,1,0,1,0,0,5,1,156,0,4246,1,4,4,19,0,0,0,0,3648
0,0,1,2,0,1,4,1,235,3,277,0,3,21,50,4,2,277,0,2718
2,1,2,0,2,2,4,1,151,2,53,3,5,16,37,1,2,106,4,1845
3,1,1,2,3,2,4,1,223,2,97,0,1,18,50,11,1,194,3,1953
2,0,1,0,2,2,4,2,262,2,95,3,4,21,28,8,1,190,2,1486
3,0,2,2,2,1,4,2,186,0,303,2,3,16,4,6,0,303,0,1284
1,0,1,3,1,2,4,2,135,0,64,1,3,21,23,10,2,128,2,1542
2,0,3,3,2,0,0,0,220,3,7413,1,4,11,22,1,2,0,4,4638
2,1,1,1,1,1,4,0,89,0,1966,3,6,11,28,17,1,1966,1,1841
0,1,0,3,3,1,4,1,117,3,1024,1,2,18,1,24,0,1024,0,2636
0,0,3,3,3,2,4,2,139,1,71,3,3,11,13,22,0,142,0,926
0,1,3,1,3,0,3,1,183,3,3777,0,6,20,40,20,1,0,3,4869
1,1,2,0,2,1,4,1,95,1,1680,1,5,3,0,20,1,1680,2,1290
1,1,1,1,0,1,4,1,104,3,154,0,3,23,36,12,1,154,0,4149
2,1,2,1,0,1,4,1,245,0,118,1,5,1,36,17,2,118,0,2926
2,1,0,0,1,0,5,2,64,1,9942,1,3,11,28,24,1,0,1,5071
0,1,1,0,1,1,4,1,131,2,172,1,5,6,42,4,1,172,1,1898
1,0,1,1,3,0,2,0,143,2,5272,3,3,1,14,8,0,0,0,2192
1,1,2,0,1,1,4,0,228,0,1571,1,5,21,42,15,2,1571,2,2428
1,0,0,3,1,0,3,0,200,1,8493,1,5,5,23,19,2,0,2,3957
3,1,1,0,3,1,4,2,138,2,1598,1,4,24,16,20,2,1598,6,1710
2,1,3,0,2,0,0,2,150,1,2880,2,6,22,29,22,2,0,4,2282
2,1,3,0,0,2,4,1,291,0,52,0,6,10,37,19,2,104,0,3344
1,1,3,0,2,1,4,2,124,3,825,3,6,6,33,24,1,825,2,3411
1,0,1,1,2,0,5,1,220,3,1669,2,7,6,21,6,1,0,2,3675
1,0,0,1,2,0,3,0,188,0,9100,3,4,19,14,2,2,0,4,4262
3,1,3,2,1,2,4,1,99,2,91,3,1,17,48,8,2,182,2,1329
1,1,3,3,1,1,4,1,187,2,1974,1,3,21,36,0,0,1974,0,2034
3,0,3,0,3,1,4,2,136,3,1958,3,4,7,27,2,2,1958,6,2187
1,1,0,1,2,1,4,1,128,1,786,1,3,0,19,6,0,786,0,1514
1,1,2,0,0,1,4,1,237,2,1731,1,5,11,14,21,2,1731,0,2405
2,1,1,0,1,1,4,2,281,0,838,1,1,11,36,19,0,838,0,2148
1,0,2,2,2,0,2,0,91,0,6039,3,1,19,37,15,1,0,2,2911
2,0,3,1,2,2,4,0,272,3,39,2,6,23,49,1,2,78,4,2544
0,0,1,2,1,0,1,2,136,0,2230,3,5,9,16,19,2,0,2,1223
2,1,1,0,1,0,3,1,251,3,6425,3,2,24,41,20,1,0,1,4681
3,0,3,1,1,2,4,1,177,0,64,1,2,7,29,3,1,128,1,1370
3,0,3,3,0,2,4,2,142,3,95,0,4,11,19,11,1,190,0,2437
3,1,2,0,1,2,4,2,132,3,32,3,1,1,8,0,1,64,1,1622
0,0,2,2,2,0,3,1,261,0,2060,2,5,1,34,23,2,0,4,2407
3,0,1,1,1,1,4,2,206,3,1110,2,7,13,50,24,2,1110,2,2361
2,0,1,1,0,2,4,0,279,0,54,2,5,1,31,11,2,108,0,2258
1,1,2,0,0,1,4,0,164,0,439,1,2,18,29,21,1,439,0,2636
3,0,0,3,1,2,4,0,81,3,9,2,5,21,39,10,1,18,1,2268
0,0,1,2,0,2,4,0,257,1,60,3,4,5,14,5,0,120,0,958
0,0,1,3,3,1,4,0,216,0,1528,3,4,5,44,3,0,1528,0,1774
2,1,2,3,0,1,4,2,247,3,1950,0,2,11,15,8,2,1950,0,3213
2,0,0,0,0,0,3,0,105,0,500,1,2,6,47,18,0,0,0,2290
3,1,1,3,1,1,4,2,262,0,332,0,2,22,22,8,1,332,1,1707
0,0,2,0,0,2,4,0,82,1,7,2,5,17,32,17,0,14,0,1277
3,1,3,2,2,2,4,2,212,2,83,0,1,2,24,15,2,166,4,1306
3,0,0,3,0,1,4,0,83,0,227,2,6,12,23,0,0,227,0,1675
3,1,0,1,0,1,4,0,75,0,539,2,1,16,39,4,1,539,0,1877
2,1,0,1,1,0,1,2,276,2,9592,1,5,14,30,13,2,0,2,1794
0,0,0,2,0,1,4,0,149,0,464,3,3,11,27,4,1,464,0,1875
1,1,0,1,0,2,4,1,195,2,26,0,2,13,28,16,2,52,0,1988
0,0,2,1,1,1,4,0,59,3,1902,0,5,24,33,10,1,1902,1,2352
1,1,1,0,1,2,4,0,236,2,81,0,1,21,24,14,0,162,0,1593
0,0,0,2,1,0,2,1,151,0,4923,2,3,11,31,21,0,0,0,2529
3,1,2,0,1,2,4,2,134,1,10,1,6,20,34,20,0,20,0,1395
2,1,2,2,0,0,2,0,289,0,8814,0,4,14,43,19,1,0,0,4064
0,1,3,3,3,0,3,2,254,0,1258,2,3,19,18,22,1,0,3,2198
0,1,2,3,3,2,4,0,176,2,28,2,1,14,48,7,0,56,0,1707
0,0,3,1,2,0,3,2,209,3,9516,0,4,10,3,22,1,0,2,4730
3,0,1,2,2,2,4,0,79,1,34,1,5,23,13,10,0,68,0,949
1,1,3,1,3,0,3,2,220,3,9532,3,3,10,16,3,2,0,6,5345
2,1,3,3,3,2,4,0,156,1,53,0,5,6,12,10,1,106,3,1570
1,1,0,0,1,1,4,0,245,0,214,3,3,12,28,19,2,214,2,2164
3,1,3,1,2,0,2,2,103,0,2977,1,5,0,47,5,2,0,4,2814
3,1,3,2,2,1,4,2,133,0,1990,3,2,10,0,22,2,1990,4,1413
0,1,2,3,0,2,4,0,291,3,62,3,4,15,41,11,2,124,0,2920
3,0,0,3,0,1,4,2,278,0,662,0,6,24,49,7,0,662,0,2629
3,1,1,2,2,2,4,2,197,0,79,3,2,4,16,7,2,158,4,1464
0,1,0,0,2,0,0,1,125,3,2747,1,6,16,18,22,1,0,2,3961
3,1,2,0,1,0,1,1,196,3,627,0,2,1,45,9,2,0,2,2342
0,0,2,0,1,2,4,1,128,0,38,3,7,0,33,24,0,76,0,1443
3,1,1,2,1,2,4,0,212,2,95,2,1,3,30,15,1,190,1,1235
0,0,1,0,2,2,4,0,272,1,67,1,5,12,4,20,1,134,2,1155
1,0,0,1,1,0,3,1,134,3,3079,1,2,2,32,3,2,0,2,3202
1,1,2,0,3,1,4,2,206,3,810,1,7,23,9,17,2,810,6,3581
2,0,1,0,0,2,4,2,271,3,93,2,1,0,14,6,0,186,0,2483
0,1,0,1,0,0,5,0,197,3,5707,3,7,13,33,7,2,0,0,5075
1,0,3,2,3,1,4,2,56,1,36,0,7,8,30,17,1,36,3,1923
2,0,0,3,3,2,4,2,132,1,15,2,1,24,45,14,2,30,6,1449
0,0,2,3,2,2,4,1,286,1,66,0,5,8,3,20,2,132,4,1341
2,1,1,0,0,0,3,1,291,1,8414,2,6,20,11,14,1,0,0,4603
2,1,0,3,1,0,2,2,137,1,1520,1,4,5,49,15,1,0,1,2121
2,0,3,3,1,0,2,0,217,0,7446,0,6,21,1,14,2,0,2,2853
3,1,2,1,2,2,4,1,244,3,63,0,7,12,1,8,1,126,2,2839
3,1,2,0,0,1,4,2,191,0,311,0,1,18,28,6,2,311,0,2045
3,0,1,3,2,0,3,0,70,3,4938,3,1,7,31,4,0,0,0,3112
1,0,2,2,0,0,3,2,105,1,6003,0,2,21,32,11,2,0,0,3325
1,0,1,1,1,0,1,1,221,1,7934,0,3,7,47,24,0,0,0,1939
3,1,0,2,2,0,5,1,55,1,2084,1,5,3,50,21,0,0,0,2531
3,0,0,0,2,2,4,2,210,2,68,2,4,16,11,7,1,136,2,1190
0,1,2,3,2,0,2,1,107,3,1525,3,5,21,22,9,0,0,0,2781
1,0,1,1,2,0,0,0,180,2,4046,0,2,6,1,14,2,0,4,2124
1,0,0,3,1,2,4,0,138,0,15,2,7,17,38,2,1,30,1,2185
0,0,3,3,2,2,4,1,172,2,82,2,3,8,2,13,1,164,2,970
1,0,2,3,0,1,4,1,228,0,1079,2,7,4,23,4,0,1079,0,2480
1,0,1,1,0,1,4,0,241,0,1086,3,7,24,27,1,2,1086,0,2173
2,1,1,0,2,2,4,0,147,0,15,0,1,24,2,22,0,30,0,1826
0,1,2,1,0,2,4,2,271,1,58,0,5,2,39,4,1,116,0,2004
0,1,3,1,3,0,3,1,146,1,3655,0,2,2,25,16,2,0,6,2254
1,0,0,2,0,1,4,1,220,3,7,1,7,22,5,11,2,7,0,3248
3,1,0,2,3,0,2,2,268,2,8315,2,5,15,43,11,1,0,3,3448
0,1,1,2,0,2,4,0,138,3,12,2,3,10,13,21,0,24,0,2591
3,0,2,2,2,2,4,1,254,1,40,2,2,5,32,7,2,80,4,1219
1,1,0,0,0,2,4,1,53,0,21,0,5,12,49,0,1,42,0,3512
0,1,3,2,3,0,1,0,211,1,1118,3,1,7,24,15,0,0,0,1104
2,1,3,2,2,0,1,0,215,1,5487,0,4,15,11,1,1,0,2,1579
3,1,1,1,0,2,4,2,240,1,52,3,6,14,2,2,2,104,0,831
0,1,3,0,3,2,4,2,69,0,62,2,7,6,41,23,1,124,3,2309
2,1,2,3,1,1,4,2,184,1,1534,1,6,17,37,22,0,1534,0,2165
0,0,2,3,3,1,4,2,238,2,1651,2,5,3,34,5,2,1651,6,1363
1,0,3,3,0,0,2,0,63,0,2881,2,3,5,49,20,2,0,0,2766
3,0,0,1,3,0,0,2,167,2,1708,1,4,17,34,0,1,0,3,1899
0,0,3,1,0,0,5,2,173,2,6327,3,5,1,20,4,0,0,0,3301
0,1,0,1,3,1,4,2,133,3,923,3,2,19,39,11,2,923,6,2664
0,0,3,1,1,0,0,1,109,0,2679,3,5,4,46,2,2,0,2,1924
3,0,1,2,1,1,4,1,278,1,1862,2,5,1,45,20,0,1862,0,1550
1,0,0,0,0,0,3,1,139,2,9661,1,2,5,35,5,0,0,0,4773
2,0,2,2,0,0,0,2,193,0,2131,2,1,22,37,24,0,0,0,2637
1,0,0,0,0,1,4,0,240,2,1848,3,5,23,8,18,1,1848,0,2004
0,1,2,3,3,1,4,0,264,3,1084,1,4,8,40,6,2,1084,6,3065
1,0,1,3,2,1,4,2,224,2,1337,1,5,7,3,6,0,1337,0,1560
2,1,1,1,3,0,5,2,91,0,3909,1,3,17,19,23,2,0,6,4015
3,0,2,1,2,2,4,2,220,3,19,1,7,20,49,22,1,38,2,2807
2,1,3,3,1,2,4,2,161,3,76,0,1,18,37,20,0,152,0,2815
0,0,1,1,2,0,2,1,63,1,6305,0,3,0,41,19,2,0,4,2208
1,0,3,0,1,0,2,2,287,3,8163,3,4,1,18,18,0,0,0,3663
2,1,2,3,3,1,4,0,181,0,951,0,6,5,13,21,0,951,0,2503
2,0,1,0,0,1,4,1,147,2,184,1,3,20,3,11,2,184,0,1514
2,1,0,1,3,2,4,2,129,2,83,3,5,3,28,22,0,166,0,1638
2,0,1,1,2,0,1,0,92,2,3938,2,6,12,33,21,2,0,4,1602
1,0,3,0,1,0,5,1,294,1,6990,2,5,21,3,24,2,0,2,3625
1,0,3,3,2,0,1,1,285,3,3021,0,5,5,30,15,2,0,4,3589
1,0,0,1,2,0,3,0,281,1,1713,1,5,20,11,6,1,0,2,2052
1,0,1,0,3,2,4,2,215,3,32,2,3,23,21,22,2,64,6,2603
1,1,3,3,2,2,4,0,195,2,99,3,7,23,49,5,2,198,4,1872
0,1,2,2,1,2,4,1,51,0,25,3,5,22,14,24,2,50,2,1721
3,0,1,3,3,2,4,1,234,1,79,2,1,1,49,3,0,158,0,1262
0,1,1,0,1,1,4,1,92,0,79,1,5,23,31,8,2,79,2,1944
2,0,0,2,2,1,4,1,205,3,158,0,3,17,40,21,2,158,4,3049
3,0,2,1,2,1,4,0,169,2,1630,1,4,17,13,10,2,1630,4,1317
2,0,1,3,3,0,1,2,82,3,7961,2,5,0,36,20,0,0,0,2644
3,1,0,2,3,1,4,2,111,2,1948,0,6,23,45,22,0,1948,0,2548
0,0,2,3,0,1,4,0,299,1,762,3,5,18,49,10,2,762,0,1566
1,0,2,3,3,1,4,0,256,1,1557,0,6,1,22,14,2,1557,6,1652
3,1,2,0,2,2,4,2,232,1,79,1,1,23,44,1,1,158,2,1124
2,0,3,1,2,2,4,2,168,3,46,0,2,0,1,0,2,92,4,1935
0,1,0,2,2,1,4,2,171,3,895,0,5,20,33,11,0,895,0,3478
3,0,3,1,2,0,5,2,139,1,7196,1,4,5,20,7,1,0,2,2999
0,0,0,3,0,2,4,1,76,3,11,0,6,3,39,2,1,22,0,2848
1,1,3,0,2,2,4,1,90,3,29,2,6,18,2,8,0,58,0,3206
3,0,2,2,3,0,5,0,123,3,9900,3,6,10,8,6,1,0,3,4923
0,0,3,0,1,2,4,2,139,0,46,1,6,18,15,1,1,92,1,1619
1,1,2,3,2,0,3,0,249,1,5530,2,6,7,2,5,0,0,0,2886
0,0,0,3,3,1,4,1,254,1,456,1,2,7,26,8,2,456,6,1272
3,1,0,2,3,2,4,1,91,3,90,2,6,13,31,6,1,180,3,2661
3,0,1,2,2,2,4,1,209,1,57,0,3,12,39,19,1,114,2,1344
3,1,3,1,1,2,4,0,260,2,87,0,3,15,32,12,0,174,0,1390
1,1,2,0,1,2,4,2,80,0,62,0,7,23,8,12,1,124,1,2453
3,1,1,0,3,1,4,0,275,2,1490,0,3,12,31,1,1,1490,3,1840
1,1,2,2,3,0,1,2,249,1,5613,1,6,10,46,22,1,0,3,2220
1,1,0,2,2,2,4,2,131,0,15,3,1,5,29,20,1,30,2,2075
1,0,2,1,0,2,4,2,50,3,41,3,4,8,0,7,1,82,0,1959
3,1,1,3,3,2,4,2,167,3,39,3,6,2,26,22,1,78,3,2330
1,1,2,1,1,0,1,0,262,2,7894,1,3,11,44,12,0,0,0,1637
3,0,0,2,0,2,4,1,167,3,50,1,3,7,19,13,2,100,0,2582
0,1,2,2,2,2,4,0,257,1,44,0,6,18,43,13,2,88,4,1816
1,1,1,1,0,1,4,1,207,3,1418,2,4,5,38,15,0,1418,0,3946
3,0,3,2,0,1,4,0,122,2,525,3,1,9,41,12,0,525,0,1433
3,1,2,1,3,2,4,1,273,1,37,3,4,22,37,2,1,74,3,1292
0,1,0,3,1,2,4,2,140,2,30,1,2,20,21,23,2,60,2,1155
3,0,3,3,3,1,4,0,289,2,1059,0,7,24,9,5,1,1059,3,1579
0,0,0,2,3,0,2,0,184,3,5069,1,2,22,45,24,1,0,3,3348
0,1,3,3,3,0,0,1,260,0,9714,3,3,20,39,23,2,0,6,4362
1,0,1,3,3,0,5,2,267,2,4768,1,1,21,16,20,1,0,3,3556
2,1,0,0,3,2,4,1,79,3,5,1,2,22,5,17,1,10,3,2710
0,0,3,3,3,0,3,0,206,2,9913,0,7,21,34,17,1,0,3,4736
2,1,0,1,1,0,0,2,175,0,9757,1,3,16,38,14,0,0,0,4747
0,1,1,3,3,2,4,2,259,2,69,2,6,23,2,7,2,138,6,1384
3,1,0,1,1,0,0,0,62,0,3294,2,5,20,26,14,1,0,1,2213
2,0,3,2,3,1,4,0,144,3,492,3,5,7,16,1,2,492,6,2086
3,1,0,2,1,0,1,1,229,2,7379,2,2,19,31,3,0,0,0,1538
2,0,1,0,0,2,4,1,116,1,10,2,6,10,8,4,0,20,0,1062
2,1,0,3,1,2,4,2,172,1,9,2,2,22,42,5,2,18,2,1353
0,0,0,1,2,2,4,0,81,2,9,0,5,10,0,10,2,18,4,1162
3,1,3,1,2,1,4,0,299,3,520,2,5,16,45,14,1,520,2,2761
1,1,2,2,3,2,4,0,214,1,88,3,2,6,27,9,0,176,0,1074
0,1,2,1,3,1,4,0,111,3,650,3,5,9,48,3,0,650,0,2818
0,0,0,1,3,2,4,2,263,2,56,3,1,14,18,18,1,112,3,1283
1,0,1,3,0,1,4,1,233,2,431,0,6,23,36,7,1,431,0,2465
2,0,3,1,3,2,4,2,271,1,36,0,6,0,20,7,2,72,6,1691
0,1,3,3,0,1,4,0,286,1,639,1,7,1,25,10,2,639,0,2090
1,1,0,2,1,0,3,0,274,3,8026,2,6,13,15,14,1,0,1,5466
3,0,1,3,1,0,2,0,180,3,7116,3,1,3,34,19,0,0,0,2858
3,0,2,3,1,1,4,2,202,0,1505,3,4,5,47,11,2,1505,2,1608
2,1,3,3,3,0,1,0,287,0,9565,1,7,9,22,17,2,0,6,2318
1,0,2,0,0,1,4,2,113,3,574,0,6,2,18,3,0,574,0,3192
3,0,2,2,3,0,3,0,279,2,9592,1,3,9,20,23,2,0,6,3592
0,1,0,1,2,2,4,0,211,3,91,2,5,22,19,2,2,182,4,2491
3,1,2,3,3,2,4,0,189,1,95,0,5,10,40,0,2,190,6,1627
3,1,3,2,1,2,4,2,239,0,60,3,6,21,40,23,2,120,2,1642
2,0,2,0,3,1,4,2,155,2,1758,2,3,2,27,18,2,1758,6,1399
3,0,2,0,0,1,4,0,190,3,1343,0,4,5,14,16,2,1343,0,2433
2,1,0,1,0,2,4,0,110,3,27,0,4,3,2,18,1,54,0,2748
2,0,0,1,3,2,4,1,238,0,77,3,2,14,47,16,0,154,0,2032
3,0,3,2,3,1,4,1,111,0,436,3,6,4,42,23,1,436,3,1899
2,1,0,0,0,1,4,1,155,0,548,0,6,16,18,24,1,548,0,3051
0,0,0,2,1,2,4,2,127,3,15,2,6,18,19,19,2,30,2,2108
1,0,1,2,3,0,3,2,153,3,7069,2,2,17,14,19,2,0,6,4605
0,1,0,1,3,2,4,1,56,1,68,1,2,13,44,14,0,136,0,1344
3,1,3,2,0,1,4,2,91,0,1939,3,2,7,7,23,2,1939,0,1942
2,0,0,0,1,1,4,1,289,2,2000,0,1,11,31,19,2,2000,2,1803
2,0,2,2,3,1,4,2,161,1,1772,2,7,15,15,21,0,1772,0,1457
2,1,0,1,2,1,4,2,156,3,272,1,4,11,28,2,1,272,2,3080
2,0,3,1,2,0,3,2,289,2,4472,1,2,22,47,1,1,0,2,2658
0,1,3,3,2,0,5,2,180,1,8102,0,1,11,33,22,1,0,2,4135
3,1,2,2,3,1,4,2,187,3,363,0,7,17,12,1,1,363,3,2610
2,1,0,3,3,2,4,1,124,3,10,0,1,23,34,18,2,20,6,3065
2,1,3,2,1,0,1,1,226,0,2921,2,1,2,11,15,2,0,2,1354
2,1,1,2,2,0,5,1,142,2,692,3,1,17,41,7,1,0,2,2201
0,1,0,0,1,1,4,1,265,1,1578,0,5,18,6,20,1,1578,1,1814
0,0,0,0,1,0,3,2,68,2,8228,3,1,10,26,20,1,0,1,2824
3,1,0,3,0,1,4,2,123,2,44,1,4,13,32,22,2,44,0,1884
1,1,3,3,0,0,3,0,187,0,3682,2,5,21,47,2,0,0,0,3900
1,1,1,1,1,1,4,2,132,2,480,1,2,17,38,22,2,480,2,1765
2,1,2,3,3,1,4,2,292,2,382,3,6,18,43,22,1,382,3,1728
2,1,1,3,0,0,3,1,78,3,8121,3,1,0,20,19,2,0,0,5221
2,0,2,2,1,2,4,2,93,1,99,3,4,4,38,8,1,198,1,933
3,1,1,2,0,2,4,2,106,0,20,1,1,2,37,7,0,40,0,2191
0,0,0,1,0,1,4,0,140,3,242,1,3,14,41,7,1,242,0,2711
1,0,3,1,0,1,4,1,135,3,1554,2,6,11,23,3,2,1554,0,3128
0,1,3,0,3,0,3,0,263,3,138,2,5,4,26,6,0,0,0,2871
2,1,3,0,2,2,4,2,138,3,65,0,3,24,7,16,2,130,4,2871
2,0,0,3,1,1,4,1,190,0,511,1,5,5,21,6,1,511,1,1834
0,0,0,3,2,2,4,0,292,2,26,2,2,9,31,1,2,52,4,1208
3,1,0,3,3,1,4,1,145,1,1040,3,7,11,45,1,0,1040,0,1580
2,0,2,1,1,0,2,0,60,1,5624,0,6,4,9,9,2,0,2,2018
3,0,1,2,1,0,5,1,134,2,556,1,7,22,32,21,0,0,0,1813
2,1,3,2,3,1,4,1,164,2,656,1,2,0,27,5,0,656,0,1620
1,1,3,2,2,2,4,0,214,3,1,0,7,5,21,3,2,2,4,4071
2,1,2,1,3,0,3,2,212,3,4476,2,2,24,28,20,0,0,0,3901
0,0,1,3,3,1,4,0,118,1,1073,2,1,24,42,1,1,1073,3,986
3,1,0,0,2,2,4,2,153,3,13,1,4,22,16,16,0,26,0,2495
3,0,0,0,0,1,4,0,290,3,784,1,2,10,43,0,1,784,0,2672
2,0,3,3,1,2,4,0,249,2,17,2,3,13,34,11,1,34,1,1273
3,1,3,3,1,1,4,2,94,2,7,2,4,4,23,2,0,7,0,969
2,0,2,0,2,2,4,2,79,1,67,1,1,1,47,17,1,134,2,1223
3,0,2,0,0,0,3,2,137,0,4406,3,5,8,27,5,0,0,0,2547
1,0,1,2,3,1,4,1,147,1,822,1,1,19,50,15,2,822,6,1646
0,0,0,0,0,1,4,0,54,1,1332,3,3,11,17,2,1,1332,0,740
0,1,3,3,2,1,4,2,194,3,1996,1,2,18,7,12,1,1996,2,2404
2,1,0,0,0,2,4,0,234,1,48,2,6,18,1,9,0,96,0,1591
2,0,1,1,2,1,4,2,64,1,658,0,4,22,28,6,1,658,2,1294
1,1,1,1,1,1,4,0,162,3,360,0,6,19,31,17,1,360,1,3717
2,0,3,2,2,0,3,2,198,0,8422,2,6,12,5,17,2,0,4,3636
1,1,0,0,1,2,4,2,289,2,44,0,5,24,11,23,1,88,1,2179
0,0,3,1,3,2,4,2,226,0,47,1,6,8,46,1,1,94,3,1979
3,1,1,1,3,0,0,1,210,1,9939,0,3,0,21,1,2,0,6,3549
3,1,0,2,0,0,2,1,152,1,8279,1,4,24,24,7,2,0,0,3117
3,1,0,0,1,1,4,0,278,2,1572,2,4,23,13,16,0,1572,0,1232
2,1,3,1,1,2,4,0,192,1,68,0,5,13,7,20,2,136,2,1178
2,1,1,3,0,2,4,0,192,1,69,2,5,1,6,20,2,138,0,1309
0,1,3,3,3,0,5,1,67,0,9868,3,3,18,42,5,0,0,0,5634
3,0,0,3,2,2,4,0,258,2,88,3,6,14,6,7,0,176,0,1090
0,0,0,0,2,1,4,0,89,0,1923,2,3,8,29,18,0,1923,0,1608
3,0,2,0,2,2,4,2,73,2,11,1,2,17,43,23,1,22,2,1319
